receipt_id,line_no,text,role
R00397,5,--------------------------------------------,OTHER
R00397,6,Inv No: BILL-2025-19425,INVOICE
R00397,7,Invoice Date: 20-04-2025,DATE
R00397,8,--------------------------------------------,OTHER
R00397,9,Item                     Qty          Amount,OTHER
R00397,10,"Outstation Cab             1        4,725.14",ITEM
R00397,11,City Taxi                  1          548.55,ITEM
R00397,12,"Airport Transfer           3        3,313.44",ITEM
R00397,13,"City Taxi                  3        1,185.96",ITEM
R00397,14,--------------------------------------------,OTHER
R00397,15,Total Qty: 8,OTHER
R00397,16,"Taxable Value:                      9,773.09",SUBTOTAL
R00397,17,CGST @ 2.5%:                          244.33,TAX
R00397,18,SGST @ 2.5%:                          244.32,TAX
R00397,19,Rounding:                               0.26,TAX
R00397,20,"Total Amount:                     ₹10,262.00",TOTAL
R00397,21,--------------------------------------------,OTHER
R00397,22,Goods once sold will not be taken back,FOOTER
R00397,23,Card Payment,FOOTER
R00398,0,PATEL STORES,VENDOR
R00398,1,"31 Adajan, Surat 395007",ADDRESS
R00398,2,Ph: 9825099001,ADDRESS
R00398,3,GSTIN: 24AAHCP6677V1Z8,GSTIN
R00398,4,RETAIL INVOICE,OTHER
R00398,5,--------------------------------------------,OTHER
R00398,6,Invoice Date: 18-Jul-2025,DATE
R00398,7,Receipt No: TI-2024-99853,INVOICE
R00398,8,--------------------------------------------,OTHER
R00398,9,Item                     Qty          Amount,OTHER
R00398,10,Sugar 1kg                  4          228.88,ITEM
R00398,11,Toor Dal 1kg               3          427.38,ITEM
R00398,12,Sunflower Oil 1L           2          308.82,ITEM
R00398,13,Sugar 1kg                  2           91.22,ITEM
R00398,14,--------------------------------------------,OTHER
R00398,15,Total Qty: 11,OTHER
R00398,16,"Taxable Amount:                     1,056.30",SUBTOTAL
R00398,17,CGST @ 2.5%:                           26.41,TAX
R00398,18,SGST @ 2.5%:                           26.41,TAX
R00398,19,Round Off Adj:                         -0.12,TAX
R00398,20,"Net Payable:                       ₹1,109.00",TOTAL
R00398,21,--------------------------------------------,OTHER
R00398,22,Thank you for your business,FOOTER
R00399,0,PATEL STORES,VENDOR
R00399,1,"31 Adajan, Surat 395007",ADDRESS
R00399,2,Ph: 9825099001,ADDRESS
R00399,3,GSTIN/UIN: 24AAHCP6677V1Z8,GSTIN
R00399,4,RETAIL INVOICE,OTHER
R00399,5,--------------------------------------------,OTHER
R00399,6,Invoice Date: 15.02.2025,DATE
R00399,7,Invoice Number: BILL-2025-67504,INVOICE
R00399,8,--------------------------------------------,OTHER
R00399,9,Item                     Qty          Amount,OTHER
R00399,10,Toor Dal 1kg               3          457.35,ITEM
R00399,11,Milk 1L                    3          188.10,ITEM
R00399,12,Atta 5kg                   3          842.13,ITEM
R00399,13,Toor Dal 1kg               1          136.20,ITEM
R00399,14,"Basmati Rice 5kg           3        2,054.10",ITEM
R00399,15,--------------------------------------------,OTHER
R00399,16,"Taxable Value:                      3,677.88",SUBTOTAL
R00399,17,CGST @ 2.5%:                           91.95,TAX
R00399,18,SGST @ 2.5%:                           91.94,TAX
R00399,19,Rounding:                               0.23,TAX
R00399,20,"Total Amount:                       3,862.00",TOTAL
R00399,21,--------------------------------------------,OTHER
R00399,22,THANK YOU VISIT AGAIN,FOOTER
R00399,23,Cash Payment,FOOTER
R00400,0,Hotel Sunrise Residency,VENDOR
R00400,1,"9 Connaught Place, New Delhi 110001",ADDRESS
R00400,2,Ph: 9811023456,ADDRESS
R00400,3,GSTIN/UIN: 07AACCH9012Q1Z8,GSTIN
R00400,4,RETAIL INVOICE,OTHER
R00400,5,--------------------------------------------,OTHER
R00400,6,Inv No: TI-2025-23940,INVOICE
R00400,7,"Invoice Date: Feb 14, 2025",DATE
R00400,8,--------------------------------------------,OTHER
R00400,9,Item                     Qty          Amount,OTHER
R00400,10,"Breakfast Buffet           3        1,549.20",ITEM
R00400,11,"Deluxe Room Night          4       11,516.04",ITEM
R00400,12,"Laundry Service            3        1,381.59",ITEM
R00400,13,"Laundry Service            4        1,669.00",ITEM
R00400,14,Laundry Service            1          301.98,ITEM
R00400,15,"Laundry Service            4        1,137.72",ITEM
R00400,16,--------------------------------------------,OTHER
R00400,17,"Taxable Value:                     17,555.53",SUBTOTAL
R00400,18,"CGST @ 6%:                          1,053.33",TAX
R00400,19,"SGST @ 6%:                          1,053.33",TAX
R00400,20,Rounding:                              -0.19,TAX
R00400,21,"Total Amount:                     ₹19,662.00",TOTAL
R00400,22,--------------------------------------------,OTHER
R00400,23,Goods once sold will not be taken back,FOOTER
R00400,24,Cash Payment,FOOTER
R00401,0,Gujarat Enterprises,VENDOR
R00401,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00401,2,Ph: 9825011234,ADDRESS
R00401,3,GST Reg No: 24AABCG2244U1ZA,GSTIN
R00401,4,CASH MEMO,OTHER
R00401,5,--------------------------------------------,OTHER
R00401,6,Invoice Number: INV-2024-28042,INVOICE
R00401,7,Bill Date: 02/02/2025,DATE
R00401,8,--------------------------------------------,OTHER
R00401,9,Item                     Qty          Amount,OTHER
R00401,10,"HDMI Cable 2m              3        1,289.79",ITEM
R00401,11,"Extension Board            3        1,620.48",ITEM
R00401,12,USB Hub                    1          766.82,ITEM
R00401,13,"Keyboard                   1        1,176.60",ITEM
R00401,14,HDMI Cable 2m              1          417.64,ITEM
R00401,15,"Extension Board            4        1,213.92",ITEM
R00401,16,--------------------------------------------,OTHER
R00401,17,"Sub Total:                          6,485.25",SUBTOTAL
R00401,18,CGST @ 9%:                            583.68,TAX
R00401,19,SGST @ 9%:                            583.67,TAX
R00401,20,Round Off Adj:                          0.40,TAX
R00401,21,"Net Payable:                       ₹7,653.00",TOTAL
R00401,22,--------------------------------------------,OTHER
R00401,23,Subject to local jurisdiction,FOOTER
R00401,24,Cash Payment,FOOTER
R00402,0,GANGA DEPARTMENTAL STORE,VENDOR
R00402,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00402,2,Ph: 9839066554,ADDRESS
R00402,3,GST Reg No: 09AABCG5566Z1ZD,GSTIN
R00402,4,GST INVOICE,OTHER
R00402,5,--------------------------------------------,OTHER
R00402,6,Inv No: TI-2024-10630,INVOICE
R00402,7,Date of Supply: 11-Jul-2025,DATE
R00402,8,--------------------------------------------,OTHER
R00402,9,Item                     Qty          Amount,OTHER
R00402,10,Milk 1L                    3          198.63,ITEM
R00402,11,Toor Dal 1kg               4          596.40,ITEM
R00402,12,Milk 1L                    3          163.59,ITEM
R00402,13,"Basmati Rice 5kg           3        1,494.30",ITEM
R00402,14,"Basmati Rice 5kg           3        1,857.60",ITEM
R00402,15,--------------------------------------------,OTHER
R00402,16,"Total Before Tax:                   4,310.52",SUBTOTAL
R00402,17,CGST @ 2.5%:                          107.77,TAX
R00402,18,SGST @ 2.5%:                          107.76,TAX
R00402,19,Round Off:                             -0.05,TAX
R00402,20,"Total:                             ₹4,526.00",TOTAL
R00402,21,--------------------------------------------,OTHER
R00402,22,Subject to local jurisdiction,FOOTER
R00402,23,UPI Payment,FOOTER
R00403,0,Deccan Office Supplies,VENDOR
R00403,1,"12 Madhapur, Hyderabad 500032",ADDRESS
R00403,2,Ph: 9848077665,ADDRESS
R00403,3,GSTIN/UIN: 36AAGCD8899T1Z8,GSTIN
R00403,4,CASH MEMO,OTHER
R00403,5,--------------------------------------------,OTHER
R00403,6,Receipt No: RCPT-2025-24175,INVOICE
R00403,7,Date: 25-07-2025,DATE
R00403,8,--------------------------------------------,OTHER
R00403,9,Item                     Qty          Amount,OTHER
R00403,10,Notebook 200pg             3          238.26,ITEM
R00403,11,Notebook 200pg             1           62.16,ITEM
R00403,12,Stapler                    3          383.64,ITEM
R00403,13,File Folder                4          226.56,ITEM
R00403,14,Notebook 200pg             4          484.56,ITEM
R00403,15,"Printer Ink                3        2,347.32",ITEM
R00403,16,--------------------------------------------,OTHER
R00403,17,"Sub Total:                          3,742.50",SUBTOTAL
R00403,18,CGST @ 9%:                            336.83,TAX
R00403,19,SGST @ 9%:                            336.82,TAX
R00403,20,Round Off Adj:                         -0.15,TAX
R00403,21,"Grand Total:                        4,416.00",TOTAL
R00403,22,--------------------------------------------,OTHER
R00403,23,*** CUSTOMER COPY ***,FOOTER
R00404,0,Gujarat Enterprises,VENDOR
R00404,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00404,2,GSTIN: 24AABCG2244U1ZA,GSTIN
R00404,3,TAX INVOICE,OTHER
R00404,4,--------------------------------------------,OTHER
R00404,5,Cash Memo No: BILL-2025-05165,INVOICE
R00404,6,"Bill Date: May 02, 2025",DATE
R00404,7,--------------------------------------------,OTHER
R00404,8,Item                     Qty          Amount,OTHER
R00404,9,Extension Board            2          670.26,ITEM
R00404,10,"USB Hub                    2        1,216.20",ITEM
R00404,11,"Extension Board            4        1,537.16",ITEM
R00404,12,"Keyboard                   3        4,750.59",ITEM
R00404,13,"USB Hub                    4        2,556.28",ITEM
R00404,14,--------------------------------------------,OTHER
R00404,15,"Taxable Amount:                    10,730.49",SUBTOTAL
R00404,16,"IGST @ 18%:                         1,931.49",TAX
R00404,17,Rounding:                               0.02,TAX
R00404,18,"Amount Payable:                   ₹12,662.00",TOTAL
R00404,19,--------------------------------------------,OTHER
R00404,20,Goods once sold will not be taken back,FOOTER
R00404,21,UPI Payment,FOOTER
R00405,0,Lucknow Travels Agencies,VENDOR
R00405,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00405,2,Ph: 9839011223,ADDRESS
R00405,3,GSTIN: 09AAGCL1122Y1ZT,GSTIN
R00405,4,GST INVOICE,OTHER
R00405,5,--------------------------------------------,OTHER
R00405,6,Invoice Date: 24/04/2025,DATE
R00405,7,Bill No: BILL-2025-08175,INVOICE
R00405,8,--------------------------------------------,OTHER
R00405,9,Item                     Qty          Amount,OTHER
R00405,10,Airport Transfer           1          953.69,ITEM
R00405,11,City Taxi                  1          383.13,ITEM
R00405,12,"Outstation Cab             1        2,873.09",ITEM
R00405,13,"Outstation Cab             2        8,525.44",ITEM
R00405,14,--------------------------------------------,OTHER
R00405,15,"Subtotal:                          12,735.35",SUBTOTAL
R00405,16,CGST @ 2.5%:                          318.39,TAX
R00405,17,SGST @ 2.5%:                          318.38,TAX
R00405,18,Rounding:                              -0.12,TAX
R00405,19,"Net Payable:                       13,372.00",TOTAL
R00405,20,--------------------------------------------,OTHER
R00405,21,Goods once sold will not be taken back,FOOTER
R00406,0,PATEL STORES,VENDOR
R00406,1,"31 Adajan, Surat 395007",ADDRESS
R00406,2,Ph: 9825099001,ADDRESS
R00406,3,GST Reg No: 24AAHCP6677V1Z8,GSTIN
R00406,4,TAX INVOICE,OTHER
R00406,5,--------------------------------------------,OTHER
R00406,6,"Date of Supply: May 03, 2025",DATE
R00406,7,Cash Memo No: BILL-2024-59591,INVOICE
R00406,8,--------------------------------------------,OTHER
R00406,9,Item                     Qty          Amount,OTHER
R00406,10,"Basmati Rice 5kg           2        1,263.86",ITEM
R00406,11,"Basmati Rice 5kg           3        1,456.29",ITEM
R00406,12,Sugar 1kg                  1           43.12,ITEM
R00406,13,Sugar 1kg                  3          155.34,ITEM
R00406,14,Sunflower Oil 1L           1          149.05,ITEM
R00406,15,--------------------------------------------,OTHER
R00406,16,Total Qty: 10,OTHER
R00406,17,"Subtotal:                           3,067.66",SUBTOTAL
R00406,18,CGST @ 2.5%:                           76.69,TAX
R00406,19,SGST @ 2.5%:                           76.69,TAX
R00406,20,Rounding:                              -0.04,TAX
R00406,21,"Amount Payable:                     3,221.00",TOTAL
R00406,22,--------------------------------------------,OTHER
R00406,23,Thank you for your business,FOOTER
R00406,24,Cash Payment,FOOTER
R00407,0,PARK STREET CAFE,VENDOR
R00407,1,"40 Park Street, Kolkata 700017",ADDRESS
R00407,2,Ph: 9830044332,ADDRESS
R00407,3,GSTIN: 19AAFCP7890X1ZW,GSTIN
R00407,4,TAX INVOICE,OTHER
R00407,5,--------------------------------------------,OTHER
R00407,6,Receipt No: INV-2025-58883,INVOICE
R00407,7,Date of Supply: 12/03/2025,DATE
R00407,8,Table: 17   Covers: 8,OTHER
R00407,9,--------------------------------------------,OTHER
R00407,10,Item                     Qty          Amount,OTHER
R00407,11,Butter Naan                4          177.20,ITEM
R00407,12,Butter Naan                1           46.00,ITEM
R00407,13,Paneer Butter Masala       2          640.20,ITEM
R00407,14,"Veg Thali                  4        1,034.32",ITEM
R00407,15,Biryani                    1          250.10,ITEM
R00407,16,Veg Thali                  4          866.68,ITEM
R00407,17,--------------------------------------------,OTHER
R00407,18,"Subtotal:                           3,014.50",SUBTOTAL
R00407,19,CGST @ 2.5%:                           75.37,TAX
R00407,20,SGST @ 2.5%:                           75.36,TAX
R00407,21,Round Off:                             -0.23,TAX
R00407,22,"Bill Total:                         3,165.00",TOTAL
R00407,23,--------------------------------------------,OTHER
R00407,24,Goods once sold will not be taken back,FOOTER
R00407,25,Cash Payment,FOOTER
R00408,0,BHARAT PETROLEUM OUTLET,VENDOR
R00408,1,"NH-8 Bandra East, Mumbai 400051",ADDRESS
R00408,2,Ph: 9820011122,ADDRESS
R00408,3,GSTIN/UIN: 27AAACB1111P1ZW,GSTIN
R00408,4,RETAIL INVOICE,OTHER
R00408,5,--------------------------------------------,OTHER
R00408,6,Date of Supply: 2025-05-19,DATE
R00408,7,Bill No: TI-2025-85287,INVOICE
R00408,8,--------------------------------------------,OTHER
R00408,9,Product                 Litres          Amount,OTHER
R00408,10,"Petrol                    22        2,296.58",ITEM
R00408,11,"Diesel                    15        1,387.05",ITEM
R00408,12,--------------------------------------------,OTHER
R00408,13,"Sub Total:                          3,683.63",SUBTOTAL
R00408,14,Round Off:                              0.37,TAX
R00408,15,"Grand Total:                       ₹3,684.00",TOTAL
R00408,16,--------------------------------------------,OTHER
R00408,17,THANK YOU VISIT AGAIN,FOOTER
R00409,0,Hotel Sunrise Residency,VENDOR
R00409,1,"9 Connaught Place, New Delhi 110001",ADDRESS
R00409,2,GSTIN: 07AACCH9012Q1Z8,GSTIN
R00409,3,RETAIL INVOICE,OTHER
R00409,4,--------------------------------------------,OTHER
R00409,5,Receipt No: RCPT-2024-17287,INVOICE
R00409,6,Invoice Date: 25.01.2025,DATE
R00409,7,--------------------------------------------,OTHER
R00409,8,Item                     Qty          Amount,OTHER
R00409,9,"Breakfast Buffet           3        1,573.92",ITEM
R00409,10,"Breakfast Buffet           3        1,153.74",ITEM
R00409,11,"Breakfast Buffet           2        1,466.52",ITEM
R00409,12,"Deluxe Room Night          1        6,728.12",ITEM
R00409,13,"Breakfast Buffet           3        1,842.48",ITEM
R00409,14,--------------------------------------------,OTHER
R00409,15,Total Qty: 12,OTHER
R00409,16,"Taxable Value:                     12,764.78",SUBTOTAL
R00409,17,CGST @ 6%:                            765.89,TAX
R00409,18,SGST @ 6%:                            765.88,TAX
R00409,19,Rounding:                               0.45,TAX
R00409,20,"Net Payable:                       14,297.00",TOTAL
R00409,21,--------------------------------------------,OTHER
R00409,22,Goods once sold will not be taken back,FOOTER
R00409,23,Cash Payment,FOOTER
R00410,0,APOLLO PHARMACY OUTLET,VENDOR
R00410,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
